"AREA","BED","BATH","BUILT","DESCRIPTION","LOTSIZE","PRICE","TYPE"
1600,3,2,1964,"Completely remodeled ranch style home has so much to offer  Natural Gas furnace newly installed (located in attic), New CAIR unit, solar panels, updated and remodeled kitchen  with stone floors, granite counters and stainless steel appliances.  The hardwood floors throughout have a detailed stained inlay border to add character.  Beautiful molding trim add nice detail in the home.  Bathrooms have been updated.  Finished heated family room in lower level ( needs new flooring) with a laundry room, half bath and additional storage room that could be used for additional space.    Plenty of storage and a one car garage with garage door opener.  The yard has been cleared with a stone wall built on the back border of the property.  There are many fruit trees and a garden area to enjoy during the season.  This home has vinyl siding , therm-payne windows and a deck.Schedule Showings on Sunday and Monday ONLY","9583 sqft",220000,"SingleFamily"
988,2,1,1959,"Highly desirable and rare corner lot features a classic ranch. Spacious fenced in backyard offers unique privacy enhanced by an easement that adjoins the property creating open green space between the neighboring houses . Inside you will find recently refinished hardwood floors and fresh paint throughout. There is a formal dining room off of the kitchen. Down the hall is a spacious living room. This home also offers all new interior doors, new gas dryer, completely new electrical throughout,  new kitchen counter cooktop as well as thermal windows. The basement is ready to be finished to add extra living space. The basement also features a cedar closet and cold storage room as well as upgraded modern gas furnace with central air. This home is walking distance to schools and parks in a highly desirable and quiet neighborhood. The 2 car attached garage is an added bonus. Many possibilities await!!","15681 sqft",220000,"SingleFamily"
925,3,1,1952,"One Level Living.  3 bedroom ranch with detached garage. Close to shopping & schools.","14810 sqft",221400,"SingleFamily"
1142,3,1,1957,"Adorable Cape with updated kitchen, open to Family room with Brick Fireplace, Mudroom, 1 car spacious attached garage, 3 Beds with office (or 4th Bedroom).  Fenced in yard, Move in Condition, decent Storage. Easy access to highway.","30927 sqft",224000,"SingleFamily"
1706,3,2,1986,"Nice ranch style home with in-law setup located on a quiet side street in the East Mountain neighborhood. Don't miss this turn-key ranch with open floor plan, updated kitchens and baths + vinyl hardwood floors. The living room has a brick, wood burning fireplace and opens up to EIK/dining room with doors to a large upper outside deck. The kitchen has newer appliances and has been remodeled. There is a full bath on the main level with washer/dryer hook-ups + shower/tub surround, tile floors + updated vanity. This home has two good size bedrooms and a large master bedroom. The lower level is finished with a full in-law setup that features: a remodeled kitchen with doors to a lower back deck; open living room/floor plan, remodeled full bath w/stand up shower and a 4th bedroom. The LL has 3 private entrances and private bottom deck in back. This home features a newer roof, and windows, electric heat and hot water, attached one-car garage under the house + a two-tiered back deck. Check out this great opportunity in East Mountain with room for the whole family!!!","13939 sqft",224500,"SingleFamily"
1322,3,2,1965,"Don't miss out on this completely renovated raised ranch, perfectly located just minutes from the Interstate. This beautiful home was renovated in 2016 to include a new roof, siding and a complete kitchen makeover. Appliances were replaced in 2020 with a new microwave, dishwasher and stove with built-in air fryer, all of which are stainless steel. Featuring an updated lower level bath, family room and an additional room with closet which has the potential to become a fourth bedroom this house has it all. Perfect for all your storage needs, this property features a detached shed in the rear yard.","14810 sqft",224900,"SingleFamily"
NA,NA,NA,NA,"Prime 3.70 Acre Industrial Property can also be used as Farm / Agricultural as it is Certified Organic. Can be combined with MLS #170197267, (2 Sostak Road, additional 20 acres), making this 23.70 acres with a proposed plan in place for 2 - 20,000 sq. ft. bldgs. Perfect Site for a Brewery with lots of Views and a Large Area to Grow Hops, Soy, Hemp Facility, or Storage Facility, Industrial. Additional 400+ agricultural available as well. Possible Subdivision for Housing. Conveniently Located in the Northwest Corner of Connecticut with a population 27,099. Owner Financing is available. Truly a Wonderful Piece with Great Potential.",NA,224900,"Unknown"
1393,5,2,1910,"This home is set back from the street and offers, 5 bed, 2 and a half bath, open floor plan, living room-dining room combination, renovated kitchen with granite counter, tile floor and SS appliances, 1st. floor bedroom and laundry, generous size fenced in backyard, newer roof electrical and gas water heater, city gas, public water and sewer. Close to beaches, down town, restaurants, shopping mall, a few blocks from L&M Hospital.","6534 sqft",224900,"SingleFamily"
1835,3,2,1963,"A charming ranch located in New Britain that has been immaculately maintained and is ready for new occupants! This home has 3 bedrooms, 1.5 baths, a sunroom, and a private back yard on a quiet street which is perfect for when you want to enjoy the back deck. Two of the bedrooms are located upstairs and the third is in the basement. There’s hardwood floors throughout, newer windows, and central air! Kitchen is spacious and has an opening to a formal dining room. The formal dining was previously a third upstairs bedroom and can be converted back. This home has a charm like none other!","7840 sqft",224900,"SingleFamily"
1780,3,3,1967,"""There's no place like home"" on Dorothy Drive. Fabulous opportunity to own this raised ranch in a quiet eastside neighborhood. Spacious open floor plan and hardwood floors throughout. This home has a well appointed kitchen with a brand new dishwasher, a pantry and an island for extra storage. French doors off the dining room lead out to the back deck which is perfect for summer entertaining. A generously sized living/dining room allows ample space to gather family and friends. The fieldstone fireplace has a rebuilt pellet insert to keep you warm & cozy during those CT winters (seller will include approx. 1 ton of pellets with the sale). The lower level includes a 26x15 finished area with a closet, wood burning fireplace as well as a second full bath. This flexible space can be used as a family room, play room, office/work space or additional bedroom. Already plumbed for a kitchenette so it will easily convert to an in-law. Oversized 2 car garage with new overhead doors has room for your cars, lawn equipment and more. Main level windows are 6 years old and come with a lifetime guarantee (paperwork available). Newer hot water heater and roof/3yrs old. Front door is 2 yrs old. Main level bath and half bath were remodeled 3 yrs ago. Click your heels and come home to Dorothy Dr.","20473 sqft",224900,"SingleFamily"
NA,NA,NA,NA,"Next door to Foxwoods Casino.  Situated in newly approved Resort Commercial zone.  Potential for myriad development opportunities exist.  This parcel may be packaged with adjacent properties  MLS 170079451                       and MLS 170079829                           located at 717A and 721 Norwich Westerly Rd.   Older home on property in need of demolition.  Built in 1940.  Will convey with land in strictly  AS-IS  condition.   Will show only on request.",NA,225000,"Unknown"
